#SAMPLE	SMILES	Max_Rank	Max_Probability
SJ000551119-1	CCOC(=O)c1c(C)oc2cc(CN(C)C)c(O)cc21	917	0.71000
SJ000550725-1	Oc1ccc(Br)cc1CN1CCC(N2CCOCC2)CC1	916	0.84000
SJ000550522-1	CCOC(=O)c1cnc2ccc(OCC)cc2c1Nc1cccc(O)c1	914	0.88000
SJ000550832-1	COc1ccccc1/C=C/c1nc2cc(OC)c(OC)cc2c(=O)o1	914	0.51000
SJ000550530-1	COc1cccc(C2NCCc3cc(OC)c(OC)cc32)c1O	913	0.88000
SJ000550774-1	OCCC1CN(Cc2cc(Cl)ccc2O)CCN1C1CCCCC1	913	0.74000
SJ000550570-1	CCOC(=O)c1cnc2c(C)c(C)ccc2c1Nc1ccc(O)cc1	912	0.88000
SJ000550684-1	COc1ccc(OC)c(NCC(O)Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c1	912	0.84000
SJ000550789-1	Oc1ccc(Br)cc1/C=C/c1nc(O)c2ccccc2n1	911	0.84000
SJ000550911-1	CCC(C(=O)Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccccc1	911	0.62000
SJ000550767-1	CN1CCN([C@@H]2CCN(Cc3cc(Cl)ccc3O)C[C@H]2O)CC1	910	0.84000
SJ000550673-1	OC(CNCC1CCCO1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21	909	0.83000
SJ000551663-1	CN(C)Cc1c(O)ccc2c(=O)c(Oc3ccccc3)c(C(F)(F)F)oc21	908	0.87000
SJ000550709-1	COc1ccc(Br)cc1CN1CCN(C2CC3CCC2C3)CC1	907	0.87000
SJ000551687-1	CN(C)Cc1c(O)ccc2c(=O)c(Oc3ccc(C(C)(C)C)cc3)c(C(F)(F)F)oc21	906	0.87000
SJ000551090-1	CCCCN(CCCC)CC(O)COc1ccccc1C	905	0.83000
SJ000550516-1	CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc1ccc(CC)cc1	904	0.87000
SJ000550925-1	O=C1CC(c2cc([N+](=O)[O-])ccc2Cl)C2=C(CC(c3cccs3)CC2=O)N1	903	0.87000
SJ000551173-1	Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)Nc2ccc([N+](=O)[O-])cc2O)c1	903	0.82000
SJ000550398-1	CC1=C(C(=O)OCCOc2ccccc2)C(c2ccc(O)cc2)C2=C(CC(c3ccc(Cl)cc3)CC2=O)N1	902	0.84000
SJ000551082-1	OC(CNCCc1ccccc1)c1ccccc1	901	0.79000
SJ000550868-1	COc1cccc(NCC(O)Cn2c3ccccc3c3ccccc32)c1	899	0.87000
SJ000550386-1	CC1=C(C(=O)OCCOc2ccccc2)C(c2cccc(Cl)c2)C2=C(CC(c3ccccc3)CC2=O)N1	899	0.82000
SJ000550369-1	CC1=C(C(=O)OCCOc2ccccc2)C(c2ccc(O)cc2)C2=C(CC(c3ccccc3)CC2=O)N1	898	0.82000
SJ000551725-1	Cc1ccc2c(c1)c1c3n2CCCN(Cc2cccc(O)c2)C3CCC1	898	0.65000
SJ000550705-1	COc1ccc(Br)cc1CN1CCN(C2CCCCC2)CC1	897	0.87000
SJ000551689-1	O=c1c2ccc(O)c(CN3CCN(Cc4ccccc4)CC3)c2oc(C(F)(F)F)c1-c1ccccc1	897	0.82000
SJ000550740-1	COc1ccc(Br)cc1CN1CCN(C2CCCC2)CC1	896	0.87000
SJ000551674-1	COc1ccc(-c2c(=O)c3ccc(O)c(CN4CCN(C)CC4)c3oc2C(F)(F)F)cc1OC	896	0.82000
SJ000551722-1	COc1cc(OC)c(OC)cc1CN1CCCn2c3ccc(C)cc3c3c2C1CCC3	896	0.62000
SJ000551697-1	CCN(CC)c1ccc(-c2nc3cc(C)ccc3[nH]2)cc1	895	0.87000
SJ000551669-1	Cc1c(O)ccc2c(=O)c(Oc3ccc(Cl)cc3)c(C(F)(F)F)oc12	895	0.72000
SJ000551154-1	CN(C)c1ccc(-c2nc(O)c3ccccc3n2)cc1	894	0.77000
SJ000550446-1	CCCCn1c2ccccc2n(CC(=O)c2ccc(Cl)cc2)c1=N	893	0.77000
SJ000550928-1	CCc1ccccc1NC(=O)c1c(C)onc1-c1c(Cl)cccc1Cl	892	0.86000
SJ000550399-1	CC1=C(C(=O)OCCOc2ccccc2)C(c2cccc(O)c2)C2=C(CC(c3ccc(Cl)cc3)CC2=O)N1	891	0.86000
SJ000551653-1	COc1ccc(-c2c(=O)c3ccc(O)c(CN4CCCC4)c3oc2C(F)(F)F)cc1OC	891	0.82000
SJ000550769-1	OCCC1CN(Cc2c(O)ccc3ccccc32)CCN1C1CCCC1	891	0.74000
SJ000551693-1	Cc1ccc2[nH]c(-c3ccc(Br)cc3)nc2c1	890	0.83000
SJ000366325-2	Cn1ccnc1SCC(=O)Nc1c(Cl)cccc1Cl	889	0.37000
SJ000550742-1	COc1ccc(Br)cc1CN1CCN(C2CCCC(C)C2)CC1	888	0.86000
SJ000550818-1	N=c1n(CCOc2ccccc2)c2ccccc2n1CCN1CCOCC1	887	0.86000
SJ000553615-1	Cc1ccc(Cl)cc1N1CCN(C(=O)c2ccc(Cn3cncn3)cc2)CC1	887	0.39000
SJ000550515-1	CCOC(=O)c1ccc2ncc(C(=O)OCC)c(Nc3ccccc3OC)c2c1	886	0.86000
SJ000550537-1	COc1cc2c(cc1OC)C(c1ccc(Cl)c(Cl)c1)NCC2	886	0.79000
SJ000550942-1	CCOc1ccc(-c2nonc2NC(=O)c2ccccc2)cc1	885	0.81000
SJ000550879-1	COc1ccc(NCC(O)Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1	884	0.86000
SJ000550532-1	COc1cc2c(cc1OC)C(c1cc(OC)c(OC)cc1OC)NCC2	884	0.81000
SJ000550875-1	CCOc1ccc(NCC(O)Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1	883	0.86000
SJ000551089-1	Cc1ccccc1OCC(O)CNC1CCCCC1	883	0.81000
SJ000551635-1	COc1cc(C2C(C(=O)Nc3ccc(F)cc3)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)cc(OC)c1OC	882	0.81000
SJ000551668-1	CC1CCN(Cc2c(O)ccc3c(=O)c(-c4cccc(Cl)c4)c(C(F)(F)F)oc32)CC1	881	0.81000
SJ000551078-1	OC(CNCc1ccc(OCc2ccccc2)cc1)c1ccccc1	881	0.79000
SJ000550544-1	CCOC(=O)c1cnc2c(OC)cccc2c1NC(C)c1ccccc1	880	0.85000
SJ000550884-1	O=C(Cc1ccccc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1	879	0.81000
SJ000550536-1	COc1ccc(OC)c(C2NCCc3cc(OC)c(OC)cc32)c1	878	0.85000
SJ000551155-1	Nc1ccc(-c2nc(O)c3ccccc3n2)cc1	878	0.83000
SJ000550540-1	CCOC(=O)c1cnc2ccccc2c1Nc1cccc(O)c1	877	0.85000
SJ000551660-1	CCc1cc2c(=O)c(Oc3ccccc3F)c(C(F)(F)F)oc2c(CN(C)C)c1O	877	0.84000
SJ000550616-1	CCOc1cc2c(cc1OCC)C(c1c(OC)ccc3ccccc31)NCC2	876	0.85000
SJ000551690-1	CCC1CCCCN1Cc1c(O)ccc2c(=O)c(-c3ccccc3OC)c(C(F)(F)F)oc21	876	0.73000
SJ000550566-1	COc1ccc2ncc(C(=O)O)c(Nc3ccccc3C)c2c1	874	0.85000
SJ000550519-1	CCOC(=O)c1cnc2ccc(OC)cc2c1Nc1ccc(OCc2ccccc2Cl)cc1	874	0.80000
SJ000551140-1	CCN(CC)C(=O)c1sc2nc(SCC(=O)Nc3cccc(C(F)(F)F)c3)n(-c3ccccc3)c(=O)c2c1C	874	0.44000
SJ000551426-1	Cc1cc(Nc2cccc(Cl)c2)nc(N2CCOCC2)n1	873	0.85000
SJ000550724-1	OCCC1CN(Cc2cc(Cl)ccc2O)CCN1CCc1ccccc1	873	0.75000
SJ000551369-1	CCN(CC)c1nc(Nc2ccc(O)cc2)nc(Nc2cc(C)ccc2C)n1	869	0.80000
SJ000550924-1	O=C1CC(c2ccc(Cl)c([N+](=O)[O-])c2)C2=C(CC(c3cccs3)CC2=O)N1	868	0.84000
SJ000551705-1	Cc1ccc2c(c1)c1c3n2CCCN(Cc2ccc(C(C)C)cc2)C3CCC1	868	0.61000
SJ000550397-1	Cc1ccc(C2C(C(=O)OCCOc3ccccc3)=C(C)NC3=C2C(=O)CC(c2ccc(Cl)cc2)C3)cc1	867	0.83000
SJ000551166-1	O=C(Nc1ccc([N+](=O)[O-])cc1)C1CC1(c1ccc(Cl)cc1)c1ccc(Cl)cc1	867	0.51000
SJ000550768-1	Oc1ccc(Cl)cc1CN1CCCC(N2CCOCC2)C1	866	0.74000
SJ000550514-1	CCOC(=O)c1cnc2ccc(C(=O)OC)cc2c1Nc1ccc(N(C)C)cc1	865	0.84000
SJ000550912-1	O=C(Cc1cccc2ccccc21)Nc1ccc(-c2nc3ccccc3[nH]2)cc1	865	0.77000
SJ000551008-1	Cc1cc(C)n(-c2nc(Nc3cccc(C(F)(F)F)c3)nc(-n3nc(C)cc3C)n2)n1	864	0.67000
SJ000551676-1	COc1ccc(-c2c(=O)c3ccc(O)c(CN4CCOCC4)c3oc2C(F)(F)F)cc1OC	863	0.79000
SJ000551040-1	Cc1ccc(C)c(OCC(O)CNC2CCCC2)c1	862	0.79000
SJ000551656-1	CC1CCN(Cc2c(O)ccc3c(=O)c(-c4cccc5ccccc54)c(C(F)(F)F)oc32)CC1	861	0.79000
SJ000550902-1	O=C(Nc1ccccc1-c1nc2ccccc2[nH]1)c1ccncc1	861	0.62000
SJ000550509-1	CCCCNC(=O)c1cn(C2CCCCC2)cc(C(=O)NC2CCN(Cc3ccccc3)C2)c1=O	860	0.83000
SJ000551408-1	CNc1nc(N(c2ccccc2)c2ccccc2)nc(N2CCOCC2)n1	859	0.83000
SJ000551696-1	CCOc1ccc(-c2nc3cc(C)ccc3[nH]2)cc1	859	0.81000
SJ000551348-1	Cn1ncc(I)c1C(=O)Nc1ccc(F)c([N+](=O)[O-])c1	859	0.64000
SJ000551423-1	c1ccc(N(c2ccccc2)c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1	858	0.83000
SJ000551067-1	CC(C)C1CCC(C)CC1OCC(O)CNC1CCCC1	858	0.78000
SJ000551052-1	O=[N+]([O-])c1ccc(N2CCN(Cc3ccccc3)CC2)cc1NC1CC1	858	0.56000
SJ000551050-1	O=C(c1cccc2ccccc21)N1CCN(c2ccc([N+](=O)[O-])c(NC3CC3)c2)CC1	857	0.64000
SJ000551695-1	COc1ccc(-c2nc3cc(N)ccc3[nH]2)cc1	856	0.82000
SJ000551662-1	CCc1cc2c(=O)c(-c3ccc(F)cc3)c(C(F)(F)F)oc2c(CN2CCCCC2)c1O	856	0.63000
SJ000551371-1	CCOC(=O)c1cnc2c(C)cc(Cl)cc2c1Nc1cccc(C(C)=O)c1	855	0.83000
SJ000551034-1	CC(C)(C)c1ccc(OCC(=O)N2CCN(c3ccc([N+](=O)[O-])c(NC4CC4)c3)CC2)cc1	855	0.77000
SJ000551038-1	OC(CNC1CCCC1)COc1ccccc1-c1ccccc1	854	0.77000
SJ000551178-1	O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)C1CC1(c1ccccc1)c1ccccc1	854	0.59000
SJ000550706-1	COc1ccc(Br)cc1CN1CCN(CC2CC3C=CC2C3)CC1	853	0.83000
SJ000551728-1	COc1ccc(CN2CCCn3c4ccc(C)cc4c4c3C2CCC4)c(OC)c1	853	0.63000
SJ000551009-1	Cc1cc(C)n(-c2nc(C)cc(Nc3ccccc3C(F)(F)F)n2)n1	852	0.80000
SJ000551659-1	O=c1c2ccc(O)c(CN3CCCCC3)c2oc(C(F)(F)F)c1-c1cccc2ccccc21	850	0.77000
SJ000550961-1	COC(=O)C1C(=O)C2=C(CC1C)NC(=O)CC2c1cc(Br)c(O)c(OC)c1	849	0.70000
SJ000550880-1	Nc1cccc(-c2nc3cc(Oc4ccc5[nH]c(-c6cccc(N)c6)nc5c4)ccc3[nH]2)c1	848	0.82000
SJ000551068-1	Cc1ccc(OCC(O)CNC2CCCC2)c(C)c1	848	0.77000
SJ000550929-1	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)Nc1ccc(Br)cc1C	847	0.82000
SJ000550907-1	Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)CCc1ccccc1	847	0.60000
SJ000551675-1	COc1ccc(-c2c(=O)c3ccc(O)c(CN4CCC(C)CC4)c3oc2C(F)(F)F)cc1OC	846	0.77000
SJ000551033-1	O=C(/C=C/c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])c(NC3CC3)c2)CC1	846	0.70000
SJ000551666-1	CC1CCCCN1Cc1c(O)ccc2c(=O)c(-c3cccc(Cl)c3)c(C(F)(F)F)oc21	845	0.77000
SJ000550524-1	CCOc1ccc(C2NCCc3cc(OC)c(OC)cc32)cc1OC	844	0.82000
SJ000550810-1	Oc1ccc2ccccc2c1/C=C/c1nc(O)c2ccccc2n1	844	0.77000
SJ000550547-1	CCC(NC(=O)c1ccc2c(c1)nc1n(c2=O)CCCCC1)c1ccc(C)cc1	844	0.54000
SJ000550619-1	CCOc1ccc(C2NCCc3cc(OCC)c(OC)cc32)cc1OC	843	0.82000
SJ000329214-2	O=C(Nc1nonc1-c1ccccc1)c1ccc(Br)cc1	842	0.69000
SJ000550618-1	CCOc1cc2c(cc1OCC)C(c1ccc(Cl)cc1)NCC2	841	0.82000
SJ000551183-1	Cc1ccc(C2(c3ccc(C)cc3)CC2C(=O)Nc2ccc([N+](=O)[O-])cc2)cc1	841	0.53000
SJ000550545-1	CCOC(=O)c1cnc2ccc(Cl)cc2c1Nc1ccc(OC)cc1	840	0.82000
SJ000551672-1	COc1ccccc1-c1c(=O)c2ccc(O)c(CN(C)C3CCCCC3)c2oc1C(F)(F)F	840	0.64000
SJ000551678-1	CN1CCN(Cc2c(O)ccc3c(=O)c(-c4cccc5ccccc54)c(C(F)(F)F)oc32)CC1	839	0.76000
SJ000550688-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(F)cc3)C(=O)N2CCC(C)C)cc1	838	0.81000
SJ000354397-2	OCCC1CN(Cc2cc(Cl)ccc2O)CCN1Cc1ccccc1	838	0.76000
SJ000551691-1	COc1ccccc1-c1c(=O)c2ccc(O)c(CN3CCC(C)CC3)c2oc1C(F)(F)F	837	0.73000
SJ000551074-1	CCCCN(CCCC)CC(O)COc1ccccc1[N+](=O)[O-]	835	0.76000
SJ000550534-1	COc1ccc(C2NCCc3cc(OC)c(OC)cc32)cc1O	834	0.81000
SJ000551634-1	COc1cccc(C2C(C(=O)Nc3ccc(F)cc3)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)c1	834	0.76000
SJ000550510-1	COc1ccc(C2NCCc3cc(OC)c(OC)cc32)cc1OC	833	0.81000
SJ000551071-1	Cc1cc(Cl)ccc1OCC(O)CNC1CCCC1	833	0.76000
SJ000550535-1	COc1cc2c(cc1OC)C(c1cccc(O)c1)NCC2	832	0.81000
SJ000550563-1	CCOC(=O)c1cnc2ccccc2c1Nc1ccc2c(c1)OCCO2	831	0.81000
SJ000550596-1	Cc1ccc2nc(-c3ccccn3)cc(C(=O)NC3CCN(C)CC3)c2c1	830	0.52000
SJ000551060-1	CCCCNCC(O)COc1ccc(Cl)c(C)c1	829	0.76000
SJ000550561-1	CCOC(=O)c1cnc2c(Cl)cccc2c1Nc1cccc(C(C)=O)c1	828	0.77000
SJ000551658-1	COc1ccccc1-c1c(=O)c2ccc(O)c(CN3CCCC3)c2oc1C(F)(F)F	828	0.75000
SJ000550557-1	CCOC(=O)c1cnc2ccc(C)cc2c1Nc1ccc2c(c1)OCCO2	827	0.80000
SJ000550913-1	O=C(CCc1ccccc1)Nc1ccc(-c2nc3cc4ccccc4cc3[nH]2)cc1	826	0.68000
SJ000550892-1	CC(=O)Nc1ccc(-c2nc3cc(-c4nc5cc(NC(C)=O)ccc5[nH]4)ccc3[nH]2)cc1	825	0.70000
SJ000550998-1	Cc1cc(NC(=O)c2ccc(Cl)cc2)n(-c2nc3ccccc3[nH]2)n1	823	0.66000
SJ000550898-1	O=C(Cc1ccccc1)Nc1ccc(-c2nc3cc(-c4nc5cc(NC(=O)Cc6ccccc6)ccc5[nH]4)ccc3[nH]2)cc1	822	0.76000
SJ000551654-1	COc1ccc(-c2c(=O)c3ccc(O)c(CN4CC(C)OC(C)C4)c3oc2C(F)(F)F)cc1OC	821	0.75000
SJ000551370-1	CCN(CC)c1nc(Nc2cccc(Br)c2)nc(Nc2cc(C)ccc2C)n1	820	0.75000
SJ000551294-1	CCOC(=O)c1ccc(NC(=O)c2c(I)cnn2C)cc1	820	0.45000
SJ000551306-1	CC(C)Nc1nc(N(c2ccccc2)c2ccccc2)nc(N2CCOCC2)n1	819	0.78000
SJ000551163-1	CCN(CC)CCN1C(=O)c2ccccc2NC1c1ccc(Br)cc1	819	0.74000
SJ000550527-1	COc1cc(OC)cc(C2NCCc3cc(OC)c(OC)cc32)c1	818	0.78000
SJ000551688-1	COc1ccccc1-c1c(=O)c2ccc(O)c(CN3CCCCC3)c2oc1C(F)(F)F	818	0.74000
SJ000550723-1	COc1ccc(CN2CCN(C3CCCC3)C(CCO)C2)c(O)c1	815	0.77000
SJ000551406-1	CCCCCNc1nc(N(c2ccccc2)c2ccccc2)nc(N2CCOCC2)n1	814	0.77000
SJ000551665-1	COc1ccc(-c2c(=O)c3ccc(O)c(CN4CCCC(C)C4)c3oc2C(F)(F)F)cc1OC	814	0.74000
SJ000550897-1	O=C(Cc1ccccc1)Nc1ccc(-c2nc3cc(NC(=O)Cc4ccccc4)ccc3[nH]2)cc1	813	0.77000
SJ000551056-1	CCNCC(O)COc1ccccc1	811	0.74000
SJ000551325-1	COC(=O)c1cc(OC)c(OC)cc1NC(=O)c1nn(C)cc1I	811	0.33000
SJ000551092-1	CN(C)CCCNCC(O)COc1ccccc1	810	0.74000
SJ000551094-1	O=C(CSc1nccn1Cc1ccccc1)Nc1ccc(Cl)cc1	810	0.46000
SJ000550500-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	809	0.73000
SJ000551314-1	COc1ccc(NC(=O)c2c(I)cnn2C)cc1	809	0.46000
SJ000550517-1	CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc1cccc(Cl)c1C	808	0.77000
SJ000550917-1	COc1ccc(CC(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1	808	0.73000
SJ000550992-1	COc1c(Cl)cc(Cl)cc1CNc1nnnn1C	807	0.56000
SJ000551706-1	Cc1ccc2c(c1)c1c3n2CCCN(Cc2cccc(C)c2)C3CCC1	806	0.59000
SJ000550491-1	CCN(CC)C(=O)c1cn(C2CCCC2)cc(C(=O)NC2CCN(Cc3ccccc3)C2)c1=O	805	0.76000
SJ000551023-1	Cc1cc(C)nc(Nc2ncc(O)n2-c2cccc(C(F)(F)F)c2)n1	805	0.64000
SJ000550881-1	Nc1ccc(-c2nc3cc(C(=O)c4ccc5[nH]c(-c6ccc(N)cc6)nc5c4)ccc3[nH]2)cc1	803	0.76000
SJ000550904-1	O=C(Nc1cc(-c2nc3ccccc3[nH]2)ccc1Cl)c1cccnc1	803	0.58000
SJ000550539-1	COc1cc2c(cc1OC)C(c1cc(OC)c(OC)c(OC)c1)NCC2	802	0.76000
SJ000551028-1	CC(C)c1ccc(CNc2cc(N3CCN(C(=O)c4ccc(Cl)cc4)CC3)ccc2[N+](=O)[O-])cc1	802	0.50000
SJ000550533-1	COc1cc(C2NCCc3cc(OC)c(OC)cc32)cc(OC)c1O	801	0.76000
SJ000551418-1	Cc1cc(N2CCCCC2)nc(N(CCO)CCO)n1	800	0.73000
SJ000550617-1	CCOc1cc2c(cc1OCC)C(c1ccc(F)cc1)NCC2	799	0.76000
SJ000551735-1	Cc1ccc2c(c1)c1c3n2CCCN=C3CCC1	799	0.73000
SJ000551088-1	Oc1nc(/C=C/c2cccc3ccccc23)nc2ccccc12	799	0.73000
SJ000550797-1	OC(CNCCc1ccccc1)COc1ccccc1Cl	798	0.73000
SJ000551110-1	CC(=O)Nc1ccc(NC(=O)CSc2nccn2Cc2ccccc2)cc1	798	0.49000
SJ000550952-1	COc1cc(C2CC(=O)NC3=C2C(=O)CCC3)ccc1OCc1ccccc1	796	0.75667
SJ000550526-1	CCOc1cc2c(cc1OCC)C(c1cc(OC)c(OC)cc1Br)NCC2	795	0.70000
SJ000550451-1	CCCCn1c2ccccc2n(CC(=O)c2ccc(Br)cc2)c1=N	794	0.75000
SJ000550565-1	CCOC(=O)c1cnc2c(Cl)cccc2c1Nc1cccc(OC)c1	793	0.72000
SJ000551153-1	CSc1ccc(-c2nc(O)c3ccccc3n2)cc1	792	0.75000
SJ000551085-1	COc1ccccc1OCC(O)CNC1CCCC1	792	0.72000
SJ000551149-1	O=C1Cc2ccccc2C(c2cccc(Cl)c2)N1	792	0.37000
SJ000550569-1	COc1ccc(Nc2c(C(=O)O)cnc3c(C)c(Cl)ccc32)c(OC)c1	791	0.75000
SJ000550931-1	COc1ccc(C(=O)Nc2cc(C)nn2-c2nc3ccccc3[nH]2)cc1	791	0.63000
SJ000551168-1	COc1cccc(C2(c3cccc(OC)c3)CC2C(=O)Nc2cccc([N+](=O)[O-])c2)c1	790	0.48000
SJ000551637-1	Cn1c2ccc(CNC3CCCCC3)cc2n(C)c1=O	789	0.51000
SJ000550501-1	CCN(CC)C1CCN(C(=O)c2cn(C3CCCCC3)cc(C(=O)NC(C)(C)C)c2=O)C1	788	0.74000
SJ000550630-1	C=CCN1C(=O)N(c2ccc(Cl)cc2)C(=O)C1CC(=O)Nc1ccc(C(=O)OCC)cc1	787	0.74000
SJ000551065-1	Cc1ccc(OCC(O)CNC2CCCCC2)cc1	787	0.72000
SJ000550883-1	O=C(Cc1ccccc1)Nc1cccc(-c2nc3ccccc3[nH]2)c1	786	0.74000
SJ000551070-1	COc1cccc(OCC(O)CNC2CCCC2)c1	786	0.72000
SJ000551730-1	Cc1ccc2c(c1)c1c3n2CCCN(Cc2ccc(Br)cc2)C3CCC1	786	0.59000
SJ000551657-1	CC1CN(Cc2c(O)ccc3c(=O)c(-c4cccc5ccccc54)c(C(F)(F)F)oc32)CC(C)O1	785	0.72000
SJ000551393-1	COc1ccc(Nc2cc(N3CCOCC3)nc(-c3ccc(Br)cc3)n2)cc1	784	0.72000
SJ000551084-1	CC(O)CNCc1ccc(C(C)C)cc1	781	0.71000
SJ000550562-1	CCOC(=O)c1cnc2c(Cl)cccc2c1Nc1cccc(C(=O)OC)c1	779	0.71000
SJ000550894-1	O=C(Nc1ccc(-c2nc3cc(-c4nc5cc(NC(=O)c6cccc7ccccc76)ccc5[nH]4)ccc3[nH]2)cc1)c1cccc2ccccc21	777	0.73000
SJ000551036-1	O=C(c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])c(NC3CC3)c2)CC1	776	0.71000
SJ000550568-1	Cc1c(Cl)ccc2c1ncc(C(=O)O)c2Nc1cccc(O)c1	775	0.73000
SJ000551210-1	CCN(CC)CCN1C(=O)c2ccccc2NC1c1ccc(Cl)cc1Cl	775	0.70000
SJ000551655-1	COc1ccc(-c2c(=O)c3ccc(O)c(CN4CCCCC4C)c3oc2C(F)(F)F)cc1OC	775	0.68000
SJ000550914-1	O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1cncc(Br)c1	774	0.70000
SJ000550899-1	O=C(Cc1ccccc1)Nc1ccc2[nH]c(-c3ccc(-c4nc5cc(NC(=O)Cc6ccccc6)ccc5[nH]4)cc3)nc2c1	773	0.72000
SJ000550788-1	CCn1c(/C=C/c2ccc(OC)c(OC)c2)nc2ccccc2c1=O	773	0.36000
SJ000550640-1	CCOC(=O)c1cccc(NC(=O)CC2C(=O)N(c3ccccc3)C(=O)N2Cc2ccc(F)cc2)c1	772	0.72000
SJ000550989-1	CCCCn1nnnc1NCc1ccc(OC)c(OC)c1OC	772	0.70000
SJ000550448-1	Cc1ccc(C(=O)Cn2c3ccccc3n(CCN3CCCCC3)c2=N)cc1	769	0.72000
SJ000550916-1	Cc1c(NC(=O)c2ccc(-c3ccccc3)cc2)cccc1-c1nc2ccccc2[nH]1	768	0.55000
SJ000550511-1	COc1cc(Nc2ccnc3cc(Cl)ccc32)c(C(=O)O)cc1OC	767	0.72000
SJ000550496-1	COc1ccccc1CN1CCN(C(=O)c2cn(CCC(C)C)cc(C(=O)NC(C)(C)C)c2=O)CC1	765	0.42000
SJ000550654-1	CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3ccc(F)cc3)C(=O)N2CCOC)cc1	764	0.70000
SJ000551039-1	Cc1ccc(OCC(O)CNC2CCCC2)cc1C	764	0.70000
SJ000339253-2	COc1ccc(Cl)cc1CNc1nnnn1C	764	0.48000
SJ000551403-1	c1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1	763	0.70000
SJ000551146-1	Cc1cc(OCC(O)CNC2CCCC2)ccc1Cl	763	0.70000
SJ000551072-1	CCc1ccc(OCCOCC(O)CNC2CCCC2)cc1	762	0.70000
SJ000550438-1	Cc1ccc2nc(-c3ccccn3)cc(C(=O)N3CCN(Cc4ccc(C(C)C)cc4)CC3)c2c1	762	0.55000
SJ000550796-1	Nc1ccc(C(=O)Nc2ccc(-c3nc4cc(NC(=O)c5ccc(N)cc5)ccc4[nH]3)cc2)cc1	761	0.70000
SJ000551019-1	Cc1cc(C)n(-c2nc(C)cc(O)n2)n1	761	0.70000
SJ000550839-1	COc1ccc(Br)cc1/C=C/c1nc(O)c2ccccc2n1	760	0.70000
SJ000550498-1	CC(C)NC(=O)c1cn(CC2CCCCC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1=O	760	0.51000
SJ000550791-1	COc1cccc(/C=C/c2nc(O)c3ccccc3n2)c1O	759	0.70000
SJ000551170-1	Cc1ccc(C2(c3ccc(C)cc3)CC2C(=O)Nc2ccccc2[N+](=O)[O-])cc1	759	0.55000
SJ000551692-1	COc1ccccc1-c1c(=O)c2ccc(O)c(CN3CCOCC3)c2oc1C(F)(F)F	758	0.69000
SJ000551142-1	C=CCn1c(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc2sc(C)c(C)c2c1=O	758	0.48000
SJ000550504-1	OC(CNC1CCCCC1)COc1ccccc1	757	0.69000
SJ000550505-1	CC(C)n1cc(C(=O)NC2CCN(Cc3ccccc3)C2)c(=O)c(C(=O)NC(C)(C)C)c1	754	0.69000
SJ000551652-1	COc1ccccc1-c1c(=O)c2ccc(O)c(CN3CC(C)OC(C)C3)c2oc1C(F)(F)F	754	0.67000
SJ000550906-1	O=C(Cc1ccc(Br)cc1)Nc1cccc(-c2nc3ccccc3[nH]2)c1	753	0.69000
SJ000550423-1	COc1ccccc1-c1cc(C(=O)N2CCC(Cc3ccccc3)CC2)c2ccccc2n1	753	0.50000
SJ000550905-1	Cc1ccc2[nH]c(-c3ccc(NC(=O)c4ccc(C)c(C)c4)cc3)nc2c1	750	0.69000
SJ000550889-1	CC(=O)Nc1ccc(C(=O)Nc2ccc(-c3nc4cc(NC(=O)c5ccc(NC(C)=O)cc5)ccc4[nH]3)cc2)cc1	749	0.69000
SJ000550447-1	N=c1n(CCN2CCOCC2)c2ccccc2n1CC(=O)c1ccccc1	748	0.69000
SJ000551062-1	OC(CNC1CCCCC1)COc1ccc(OCc2ccccc2)cc1	748	0.68000
SJ000550449-1	Cc1ccc(C(=O)Cn2c3ccccc3n(CCN3CCOCC3)c2=N)cc1	747	0.69000
