#SAMPLE	SMILES
SJ000257478-1	O=C(CN1CCN(C2CCCC2)CC1)Nc1ccc([N+](=O)[O-])cc1C(=O)Nc1ccccc1F
SJ000257478-1	COc1ccc(-c2onc(C(F)(F)F)c2Oc2cnn(-c3ccccc3)c2)c(O)c1
SJ000257478-1	COc1ccc(/C=C/C(=O)NC(=O)c2ccccc2O)cc1OC
SJ000257478-1	Cc1nnc(NCCN2CCOCC2)nc1O
SJ000257478-1	CCCOc1ccc(Oc2nc(NCC)nc(OC)n2)nn1
SJ000257478-1	Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1
SJ000257478-1	Cc1ccc(S(=O)(=O)Nc2cc(Sc3nnc[nH]3)c(O)c3ccccc23)c(C)c1
SJ000257478-1	COc1cc2c(cc1OC)CN(Cc1ccccc1[N+](=O)[O-])CC2
SJ000257478-1	CS(=O)(=O)N(CC(=O)Nc1ccccc1Sc1ccccc1)c1ccc(Cl)c(Cl)c1
SJ000257478-1	CCOC(=O)c1cc(NC(=O)CSc2nc3ccccc3[nH]2)ccc1Cl
SJ000257478-1	CCCCn1nnnc1NCc1cc(Cl)c(OC)c(OC)c1
SJ000257478-1	O=C(Nc1cccc(Cl)c1N1CCOCC1)C(Cl)(Cl)Cl
SJ000257478-1	CCCC(=O)N1CCN(c2ccc(NC(=O)COc3ccc(C(C)CC)cc3)cc2Cl)CC1
SJ000257478-1	O=[N+]([O-])c1cccc(NC(=S)Nc2ccc(OC(F)F)c(Cl)c2)c1
SJ000257478-1	Cc1ccc(C)c(C(C)NC(=S)Nc2ccc([N+](=O)[O-])cc2)c1
SJ000257478-1	Cc1cc(NC(=O)CSc2c(CC(C)C)cnc3c2c(=O)n(C)c(=O)n3C)no1
SJ000257478-1	CNC(=O)C(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1ccc(C)cc1
SJ000257478-1	CS(=O)(=O)Nc1ccc2c(c1)CCCN2C(=O)c1cccs1
SJ000257478-1	CC(C)(C)c1ccc(C(=O)NCC(c2cccnc2)N2CCc3ccccc3C2)cc1
SJ000257478-1	Cc1cn2c(nc3c2c(=O)n(Cc2ccc(Br)cc2)c(=O)n3C)o1
SJ000257478-1	CCNC(=O)c1ccc(COc2cccc3c2OC(C)(C)C3)cc1
SJ000257478-1	CCCCc1ccc(NC(=O)Cc2csc(NC(=O)c3cc(OC)cc(OC)c3)n2)cc1
SJ000257478-1	O=C(CSc1ccccc1[N+](=O)[O-])Nc1cccc(Br)c1
SJ000257478-1	COc1ccc(-n2ccnc(SCC(=O)Nc3cc(OC)cc(OC)c3)c2=O)cc1
SJ000257478-1	CSc1nnc(-c2cccc([N+](=O)[O-])c2)n1Cc1ccccc1
SJ000257478-1	Cc1ccc(C(C)(C)C)c(OCCCCn2ccnc2)c1
SJ000257478-1	O=C(N1CCCN(C(=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl
SJ000257478-1	O=C(Nc1ccccc1-c1ccccc1)C(Cl)(Cl)Cl
SJ000257478-1	CC(C)COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)N2CCCCC2)cc1
SJ000257478-1	O=C1CC(O)(C(F)(F)C(F)(F)F)Oc2ccccc21
SJ000257478-1	CCOc1ccccc1N(CC(=O)Nc1ccccc1C(C)C)S(=O)(=O)c1ccccc1
SJ000257478-1	COc1ccc(OC)c(/C=N/Nc2nc3ccccc3[nH]2)c1
SJ000257478-1	O=C(CCCCCN1C(=O)c2cccc3cccc(c32)C1=O)NO
SJ000257478-1	COc1cccc(NC(=O)Cn2c3ccccc3c(=O)c3cc(Cl)ccc32)c1
SJ000257478-1	Fc1ccccc1/C=N/Nc1n[nH]c2c3ccccc3nc-2n1
SJ000257478-1	CCN(CC)CCN1C(=O)c2ccccc2NC1c1ccc(Cl)cc1
SJ000257478-1	Cc1ccc(S(=O)(=O)Oc2ccc(/C=N/NC(=N)N)cc2)cc1
SJ000257478-1	CS(=O)(=O)N(Cc1ccccc1)c1ccccc1C(=O)Nc1cc(Cl)ccc1Cl
SJ000257478-1	COc1ccc2c(c1OC)C(=O)N1c3ccccc3N=C(c3ccc(C)cc3)CC21
SJ000257478-1	O=C(/C=C/c1ccco1)Nc1cccc(C(F)(F)F)c1
SJ000257478-1	Cc1cccc(NC(=O)CSc2nc3c4ccccc4nc-3c(O)n2-c2ccc([N+](=O)[O-])cc2)c1
SJ000257478-1	CCc1cc2c(cc1OC(C)=O)occ(-c1ccc(OC(C)C)cc1)c2=O
SJ000257478-1	COc1ccc(C2(O)C[N+](c3ccccc3OC)=C3CCCCCN32)cc1
SJ000257478-1	CC(C)(C)c1ccc(C(=O)Nc2c3c(nn2-c2ccc([N+](=O)[O-])cc2)CS(=O)(=O)C3)cc1
SJ000257478-1	CCNc1cc(C)nc(Nc2ccc(NC(=O)c3ccc(OCC)cc3)cc2)n1
SJ000257478-1	CCNc1cc(C)nc(Nc2ccc(NC(=O)c3cccc(OC)c3)cc2)n1
SJ000257478-1	CCCCOc1ccc(C(=O)Nc2ccc(Nc3nc(C)cc(NCC)n3)cc2)cc1
SJ000257478-1	CCNc1cc(C)nc(Nc2ccc(NC(=O)c3ccc(OC)c(OC)c3)cc2)n1
SJ000257478-1	CCN(CC)c1cc(C)nc(Nc2ccc(NC(=O)c3ccc(OC)cc3)cc2)n1
SJ000257478-1	COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)OC(C)C)C3c2ccccc2OC)cc1OC
SJ000257478-1	CCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccccc3OC)C2)C1c1ccc(OC)c(OC)c1
SJ000257478-1	CCOc1cc(C2C(C(=O)OC(C)C)=C(C)NC3=C2C(=O)CC(c2ccc(Cl)cc2)C3)ccc1O
SJ000257478-1	CCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)c(OC)c3)C2)C1c1ccccc1OC
SJ000257478-1	CCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)cc3)C2)C1c1ccccc1Cl
SJ000257478-1	COc1ccc(C2C(C(=O)Nc3ccc(OC)cc3OC)c3ccccc3C(=O)N2C)cc1
SJ000257478-1	COc1ccc(C2C(C(=O)Nc3cc(C)ccc3OC)c3ccccc3C(=O)N2C)cc1
SJ000257478-1	COc1ccc(C2C(C(=O)Nc3cc(OC)ccc3OC)c3ccccc3C(=O)N2C)cc1
SJ000257478-1	COc1ccc(C2C(C(=O)Nc3ccc(C)cc3Br)c3ccccc3C(=O)N2C)cc1
SJ000257478-1	Cc1ccccc1NC(=O)C1c2ccccc2C(=O)N2CCc3ccccc3C12
SJ000257478-1	COc1ccc(OC)c2sc(N(Cc3cccnc3)C(=O)c3cccc(C)c3)nc21
SJ000257478-1	COc1ccc(OC)c2sc(N(Cc3cccnc3)C(=O)c3cccc(Cl)c3)nc21
SJ000257478-1	COc1ccc2sc(N(Cc3cccnc3)C(=O)c3ccc(F)cc3)nc2c1
SJ000257478-1	COc1ccc(C)c2sc(N(Cc3cccnc3)C(=O)c3ccc(C#N)cc3)nc21
SJ000257478-1	COc1ccc2sc(N(Cc3cccnc3)C(=O)c3ccc(Cl)cc3)nc2c1
SJ000257478-1	CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccccc32)cc1
SJ000257478-1	CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(OC)cc3)c2c1
SJ000257478-1	CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(C)c(Cl)c3)c2c1
SJ000257478-1	CCOC(=O)c1cnc2ccccc2c1Nc1cccc(C(C)=O)c1
SJ000257478-1	COc1ccc2nc(C)cc(Nc3ccc(N4CCOCC4)cc3)c2c1
SJ000257478-1	CCN(CC)c1cc(C)c2cc(NC(=O)c3cccc(F)c3)ccc2n1
SJ000257478-1	Cc1cc(N2CCN(C)CC2)nc2ccc(NC(=O)c3cccc(N(C)C)c3)cc12
SJ000257478-1	CCN(CC)c1cc(C)c2cc(NC(=O)c3cccc([N+](=O)[O-])c3)ccc2n1
SJ000257478-1	CCN(CC)c1cc(C)c2cc(NC(=O)c3ccc(Cl)c([N+](=O)[O-])c3)ccc2n1
SJ000257478-1	Cc1cc(N2CCN(C)CC2)nc2ccc(NC(=S)NCCCN3CCN(c4ccc(F)cc4)CC3)cc12
SJ000257478-1	CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(N2CCCC(C)C2)s1
SJ000257478-1	CCCCNc1sc(S(=O)(=O)CC)nc1S(=O)(=O)c1ccc(C)cc1
SJ000257478-1	CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(N2CCOCC2)s1
SJ000257478-1	CCC(C)Nc1sc(S(=O)(=O)CC)nc1S(=O)(=O)c1ccc(C)cc1
SJ000257478-1	CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(NC)s1
SJ000257478-1	Cc1cc(N2CCCC2)nc(Nc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2)n1
SJ000257478-1	Cc1cc(N(C)C)nc(Nc2ccc(NS(=O)(=O)c3cc(C(C)C)ccc3C)cc2)n1
SJ000257478-1	CCNc1cc(C)nc(Nc2ccc(NS(=O)(=O)c3cc(C(C)C)ccc3C)cc2)n1
SJ000257478-1	Cc1cc(N(C)C)nc(Nc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2)n1
SJ000257478-1	CCc1ccc(S(=O)(=O)Nc2ccc(Nc3nc(C)cc(Nc4ccccc4)n3)cc2)cc1
SJ000257478-1	CCCc1cc(O)nc(-n2nc(C)cc2NC(=O)COc2ccc(C(C)C)cc2)n1
SJ000257478-1	CCCc1cc(O)nc(-n2nc(C)cc2NC(=O)c2ccc(OC)c(OC)c2)n1
SJ000257478-1	CCOc1ccc(C(=O)Nc2cc(C)nn2-c2nc(C)c(CC)c(O)n2)cc1OCC
SJ000257478-1	CCCc1cc(O)nc(-n2nc(C)cc2NC(=O)c2ccc(C)cc2)n1
SJ000257478-1	Cc1cc(NC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n(-c2nc(C)cc(O)n2)n1
SJ000257478-1	CCCCn1c2ccccc2n(CC(O)c2ccc(Cl)cc2)c1=N
SJ000257478-1	CN(C)CCCn1c2ccccc2n(CC(O)c2ccc(Cl)cc2)c1=N
SJ000257478-1	Cn1c2ccccc2n(CC(O)c2ccc(Cl)c(Cl)c2)c1=N
SJ000257478-1	CCCCn1c2ccccc2n(CC(O)c2ccc(Br)cc2)c1=N
SJ000257478-1	C=CCn1c2ccccc2n(CC(O)c2ccc(Cl)c(Cl)c2)c1=N
SJ000257478-1	Cc1ccc(Cn2cnc3c(cnn3-c3ccc(C)c(C)c3)c2=O)cc1
SJ000257478-1	Cc1cccc(Cn2cnc3c(cnn3-c3ccc(C)c(C)c3)c2=O)c1
SJ000257478-1	O=c1c2cnn(-c3ccccc3)c2ncn1Cc1ccc(C(F)(F)F)cc1
SJ000257478-1	O=c1c2cnn(-c3ccccc3)c2ncn1Cc1cccc(C(F)(F)F)c1
SJ000257478-1	Cc1ccc(-n2ncc3c2ncn(Cc2cccc(F)c2)c3=O)cc1C
SJ000257478-1	CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OCC
SJ000257478-1	CCCOc1ccc(-c2nonc2NC(=O)c2ccc(OC)cc2)cc1OCCC
SJ000257478-1	CCOc1cccc(C(=O)Nc2nonc2-c2ccc(OCC)c(OCC)c2)c1
SJ000257478-1	C=CCOc1ccc(C(=O)Nc2nonc2-c2ccc(OC)c(OC)c2)cc1
SJ000257478-1	CCCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OCCC
SJ000257478-1	O=C(Nc1cccc(Cl)c1)Nc1cc(C(F)(F)F)ccc1Cl
SJ000257478-1	FC(F)(F)c1cccc(NC(=S)Nc2cccc(Cl)c2)c1
SJ000257478-1	O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)cc(Cl)c1
SJ000257478-1	O=C(Nc1cccc([N+](=O)[O-])c1)Nc1ccc(Cl)c(C(F)(F)F)c1
SJ000257478-1	Cc1c(Cl)cccc1NC(=O)Nc1ccc(Cl)c(Cl)c1
SJ000257478-1	Cc1ccc2c(c1)c1c(n2CC(O)CNC2CCCC2)CCCC1
SJ000257478-1	OC(CNC12CC3CC(CC(C3)C1)C2)Cn1c2ccccc2c2ccccc21
SJ000257478-1	OC(CNC1CCCC1)Cn1c2ccccc2c2ccccc21
SJ000257478-1	OC(CNC1CCCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21
SJ000257478-1	OC(CNC1CCCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21
SJ000257478-1	CCN(CC)CCNC(=O)c1ccc2c(c1)sc1nc(-c3ccccc3)cn21
SJ000257478-1	CCN(CC)CCNC(=O)c1ccc2c(c1)sc1nc(-c3ccc(F)cc3)cn21
SJ000257478-1	CCCN1CCN(CCCNC(=O)c2ccc3c(c2)sc2nc(-c4ccc(C)cc4)cn32)CC1
SJ000257478-1	CCN1CCN(CCCNC(=O)c2ccc3c(c2)sc2nc(-c4ccc(C)cc4)cn32)CC1
SJ000257478-1	CN1CCN(CCCNC(=O)c2ccc3c(c2)sc2nc(-c4ccccc4)cn32)CC1
SJ000257478-1	Nc1ccc(-c2nc3cc(Oc4ccc5[nH]c(-c6ccc(N)cc6)nc5c4)ccc3[nH]2)cc1
SJ000257478-1	Nc1ccc(-c2nc3cc(Cc4ccc5[nH]c(-c6ccc(N)cc6)nc5c4)ccc3[nH]2)cc1
SJ000257478-1	CN(C)c1ccc(-c2n(C)c3ccccc3[n+]2C)cc1
SJ000257478-1	Cn1c2ccccc2[n+](C)c1-c1ccc([N+](=O)[O-])cc1
SJ000257478-1	Cn1c2ccccc2[n+](C)c1-c1ccccc1
SJ000257478-1	OCCNc1nc(Nc2ccc(Br)cc2)nc2ccccc21
SJ000257478-1	OCCNc1nc(Nc2ccc(Cl)cc2)nc2ccccc21
SJ000257478-1	OCCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc21
SJ000257478-1	CCOc1ccc(Nc2nc(N)c3ccccc3n2)cc1
SJ000257478-1	COc1cccc(Nc2nc3ccccc3c(NCC3CCCO3)n2)c1
SJ000257478-1	CCC(C)c1ccc(O)c(NC(=O)c2cncc(Br)c2)c1
SJ000257478-1	O=C(Nc1cccc(Br)c1)c1cc2ccccc2cc1O
SJ000257478-1	COc1cc(Cl)c(NC(=O)c2cc3ccccc3cc2O)c(OC)c1
SJ000257478-1	CCCCOc1ccc(C(=O)Nc2ccccc2Oc2ccccc2)cc1
SJ000257478-1	Cc1cccc(NC(=O)c2cc3ccccc3cc2O)c1
SJ000257478-1	CCCN(CCC)CCCNC(=O)c1ccc2c(c1)nc1c(c2Cl)CCCC1
SJ000257478-1	CCCN(CCC)C(=O)c1ccc2c(Cl)c3c(nc2c1)CCCC3
SJ000257478-1	Oc1c2ccccc2nc2c1CCCC2
SJ000257478-1	CN(C)CCCNc1c2c(nc3ccccc31)CCC2
SJ000257478-1	CCCCc1ccc2nc(C)c(CN(C)C3CCN(C)CC3)c(O)c2c1
SJ000257478-1	Cc1c(C)c(=O)oc2c(C)c3c(cc12)CN(CCc1ccccc1F)CO3
SJ000257478-1	COc1ccccc1CCN1COc2c(C)c3oc(=O)c(C)c(C)c3cc2C1
SJ000257478-1	CCOC(=O)CCc1c(C)c2cc3c(c(C)c2oc1=O)OCN(Cc1ccccc1OC)C3
SJ000257478-1	CCc1c(C)c2cc3c(c(C)c2oc1=O)OCN(CCc1ccc(OC)cc1)C3
SJ000257478-1	CCc1c(C)c2cc3c(c(C)c2oc1=O)OCN(CCc1ccccc1OC)C3
SJ000257478-1	CCOc1cc(/C=C/c2ccc3cccc(O)c3n2)ccc1O
SJ000257478-1	Oc1cccc(/C=C/c2ccc3cccc(O)c3n2)c1
SJ000257478-1	Cc1cccc(/C=C/c2ccc3cccc(O)c3n2)c1O
SJ000257478-1	CCC(=O)Oc1cccc2ccc(/C=C/c3ccccc3F)nc21
SJ000257478-1	Oc1cccc2ccc(/C=C/c3ccccc3Br)nc12
SJ000257478-1	COc1cccc(Nc2nc(N3CCN(CCO)CC3)nc3c2cnn3-c2ccccc2)c1
SJ000257478-1	CCN(CC)CCNc1nc2c(cnn2-c2ccccc2)c(Nc2cccc(OC)c2)n1
SJ000257478-1	CN1CCN(c2nc3c(cnn3-c3ccccc3)c(Nc3ccc(F)cc3)n2)CC1
SJ000257478-1	CN1CCN(c2nc3c(cnn3-c3ccccc3)c(Nc3cccc(Cl)c3)n2)CC1
SJ000257478-1	CCN(CC)CCNc1nc2c(cnn2-c2ccccc2)c(Nc2ccccc2)n1
SJ000257478-1	CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(O)cc3)c(=O)n2C1c1ccc(OC)c(OC)c1
SJ000257478-1	CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(O)c(OC)c3)c(=O)n2C1c1ccc(F)cc1
SJ000257478-1	CCOC(=O)C1=C(C)N=c2s/c(=C\c3cc(OC)ccc3O)c(=O)n2C1c1ccccc1
SJ000257478-1	CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccccc3O)c(=O)n2C1c1ccccc1
SJ000257478-1	COc1ccc(OC)c(C2C(C(=O)OC(C)C)=C(C)N=c3s/c(=C\c4ccc(O)cc4)c(=O)n32)c1
SJ000257478-1	Cc1cccc2sc(NNC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)nc21
SJ000257478-1	Cc1ccc2sc(NNC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)nc2c1C
SJ000257478-1	Cc1ccc2nc(NNC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)sc2c1
SJ000257478-1	CCN(CC)S(=O)(=O)c1ccc(C(=O)NNc2nc3c(cccc3C)s2)cc1
SJ000257478-1	CN(C)S(=O)(=O)c1ccc(C(=O)NNc2nc3ccc(F)cc3s2)cc1
SJ000257478-1	CCCCC(O)(c1ccc(CC)cc1)C(CN1CCOCC1)c1ccccc1
SJ000257478-1	CCc1ccc(C(O)(CCC(C)C)C(CN2CCOCC2)c2ccccc2)cc1
SJ000257478-1	CCCCCCC(O)(c1ccc(F)cc1)C(CN1CCOCC1)c1ccccc1
SJ000257478-1	CCCCCC(O)(c1ccc(F)cc1)C(CN1CCOCC1)c1ccc(Cl)cc1
SJ000257478-1	COc1ccc(C(O)(CCC(C)C)C(CN2CCOCC2)c2ccccc2)cc1
SJ000257478-1	O=C(CN(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(Cl)cc1)Nc1ccccc1Cl
SJ000257478-1	Cc1ccc(S(=O)(=O)N(CC(=O)N2CCCCCC2)Cc2ccc(Cl)cc2)cc1
SJ000257478-1	CCOC(=O)N1CCN(C(=O)CN(Cc2ccc(Cl)cc2)S(=O)(=O)c2ccc(C)cc2)CC1
SJ000257478-1	COC(=O)c1ccc(NC(=O)CN(Cc2ccc(Cl)cc2)S(=O)(=O)c2ccccc2)cc1
SJ000257478-1	CCOC(=O)C1CCN(C(=O)CN(Cc2ccc(Cl)cc2)S(=O)(=O)c2ccc(C)cc2)CC1
SJ000257478-1	Cc1cccc(CN2c3cc(C(=O)NCCN(C)C4CCCCC4)ccc3S/C(=C/c3ccccc3)C2=O)c1
SJ000257478-1	CCN1CCN(CCNC(=O)c2ccc(/C=C3/Sc4ccccc4N(Cc4cccc(Cl)c4)C3=O)cc2)CC1
SJ000257478-1	CN1C(=O)/C(=C\c2cccc(Cl)c2)Sc2ccc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc21
SJ000257478-1	CN1C(=O)/C(=C\c2ccccc2Cl)Sc2ccc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc21
SJ000257478-1	CCCN(CCC)CCNC(=O)c1ccc2c(c1)N(C)C(=O)/C(=C/c1ccc(OC)cc1)S2
SJ000257478-1	CCCN(CCC)CCCNC(=O)c1cc2c(-c3cccc(OC)c3)nn(C)c2s1
SJ000257478-1	CCN(CC)CCNC(=O)c1cc2c(-c3cccc(OC)c3)nn(C)c2s1
SJ000257478-1	COc1cccc(-c2nn(C)c3sc(C(=O)NCCN4CCN(Cc5ccccc5)CC4)cc23)c1
SJ000257478-1	CCCN(CCC)CCNC(=O)c1cc2c(-c3ccc(Cl)cc3)nn(C)c2s1
SJ000257478-1	CCCCN(C)CCNC(=O)c1cc2c(-c3ccccc3F)nn(C)c2s1
SJ000257478-1	CCCOc1ccc(-c2[nH]ncc2Oc2ccccc2)c(O)c1
SJ000257478-1	Cc1n[nH]c(-c2ccc(OC(C)C)cc2O)c1Oc1ccccc1
SJ000257478-1	CCCOc1cc(O)c(-c2[nH]nc(C)c2Oc2ccccc2)cc1CC
SJ000257478-1	CCc1cc(-c2[nH]nc(C)c2Oc2ccccc2)c(O)cc1OC(C)C
SJ000257478-1	CCOc1cc(O)c(-c2[nH]nc(C)c2Oc2ccc(F)cc2)cc1CC
SJ000257478-1	CCOC(=O)c1c(N)n(-c2ccc(F)cc2)c2nc3ccccc3nc21
SJ000257478-1	COC(=O)c1c(N)n(-c2ccc(F)cc2F)c2nc3ccccc3nc21
SJ000257478-1	COc1ccc(-n2c(N)c(C#N)c3nc4ccccc4nc32)c(OC)c1
SJ000257478-1	COc1ccc(-n2c(N)c(C#N)c3nc4ccccc4nc32)cc1
SJ000257478-1	Cc1cccc(-n2c(N)c(C#N)c3nc4ccccc4nc32)c1
SJ000257478-1	CCOc1ccc(CCNC(=O)Nc2ccc(F)cc2)cc1OCC
SJ000257478-1	COc1ccc(CCNC(=S)Nc2cccc(C(F)(F)F)c2)cc1OC
SJ000257478-1	COc1ccc(CCNC(=S)Nc2cccc(Cl)c2)cc1OC
SJ000257478-1	COc1ccc(CCNC(=S)Nc2ccccc2C)cc1OC
SJ000257478-1	COc1ccc(CCNC(=S)Nc2ccccc2Cl)cc1OC
SJ000257478-1	CCCC(=O)C1=C(c2cccc(OC)c2)N(C(=O)CCC)n2cnnc2S1
SJ000257478-1	COc1cccc(C2=C(C(C)=O)Sc3nncn3N2C(C)=O)c1
SJ000257478-1	CCC(=O)C1=C(c2ccc(F)cc2)N(C(=O)CC)n2cnnc2S1
SJ000257478-1	CCC(=O)C1=C(c2ccc(C)cc2)N(C(=O)CC)n2c(Cc3ccc(OC)cc3)nnc2S1
SJ000257478-1	COc1cccc(C2=C(C(C)=O)Sc3nnc(C)n3N2C(C)=O)c1
SJ000257478-1	C=CCN1C(=O)c2[nH]nc(-c3c(C)cc(C)cc3O)c2C1c1ccc(OC)cc1
SJ000257478-1	C=CCN1C(=O)c2[nH]nc(-c3c(C)cc(C)cc3O)c2C1c1cccc(OCC)c1
SJ000257478-1	C=CCN1C(=O)c2[nH]nc(-c3c(C)cc(C)cc3O)c2C1c1ccc(OCC)cc1
SJ000257478-1	CCCN1C(=O)c2[nH]nc(-c3c(C)cc(C)cc3O)c2C1c1cccc(OC)c1
SJ000257478-1	CCCN1C(=O)c2[nH]nc(-c3c(C)cc(C)cc3O)c2C1c1ccc(OC)cc1
SJ000257478-1	C=CCN1C=CC(=Cc2sc3ccccc3[n+]2C)C=C1
SJ000257478-1	C=CC[n+]1c(C=C2C=CN(C)C=C2)sc2ccccc21
SJ000257478-1	C=CCN1C=CC(=Cc2sc3ccccc3[n+]2CC)C=C1
SJ000257478-1	C=CC[n+]1c(C=C2C=CN(CC)C=C2)sc2ccccc21
SJ000257478-1	CC/C(=C\c1sc2ccc(OC)cc2[n+]1CC)SC
SJ000257478-1	CC(C)N(C(=O)Cn1ccc(=N)c2ccccc21)C(C)C
SJ000257478-1	CCCCN(CCCC)C(=O)Cn1ccc(=N)c2ccccc21
SJ000257478-1	CCCCCCCCn1ccc(=N)cc1
SJ000257478-1	Cc1ccc(Nc2c(-c3ccccn3)nc3cc(C)ccn32)cc1
SJ000257478-1	Cc1ccn2c(c1)nc(-c1ccccn1)c2Nc1ccccc1
SJ000257478-1	Cc1ccc(Nc2c(-c3ccccn3)nc3ccc(C)cn32)cc1
SJ000257478-1	C#CCOc1ccc(C2c3ccc4ccccc4c3OC(N)=C2C#N)cc1OC
SJ000257478-1	C#CCOc1ccc(C2c3ccc(O)cc3OC(N)=C2C#N)cc1OCC
SJ000257478-1	COc1cc(Br)c(C2c3ccc(O)cc3OC(N)=C2C#N)cc1OC
SJ000257478-1	COc1ccccc1Cn1ccnc1SCC(=O)Nc1cc(C(F)(F)F)ccc1Cl
SJ000257478-1	COc1ccccc1Cn1ccnc1SCC(=O)Nc1cccc(C(F)(F)F)c1
SJ000257478-1	COc1ccccc1Cn1ccnc1SCC(=O)Nc1cc(C)ccc1C
SJ000257478-1	CCS(=O)(=O)c1ccccc1C(=O)Nc1nc(-c2ccccn2)cs1
SJ000257478-1	O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1Br
SJ000257478-1	O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1[N+](=O)[O-]
SJ000257478-1	Cc1ccc2nc(-c3ccc(C)c(NC(=O)C(Cl)(Cl)Cl)c3)oc2c1
SJ000257478-1	Cc1ccc(-c2nc3cc(Cl)ccc3o2)cc1NC(=O)C(Cl)(Cl)Cl
SJ000257478-1	Cc1ccc2oc(-c3cccc(NC(=O)C(Cl)(Cl)Cl)c3C)nc2c1
SJ000257478-1	CC(C)(C)CNc1cc(N2CCN(C(=O)c3cccs3)CC2)ccc1[N+](=O)[O-]
SJ000257478-1	CC(C)C(=O)N1CCN(c2ccc([N+](=O)[O-])c(NC3CC3)c2)CC1
SJ000257478-1	CC(C)(C)C(=O)N1CCN(c2ccc([N+](=O)[O-])c(NC3CC3)c2)CC1
SJ000257478-1	Cc1ccc(O)c(-n2cc3c(c2-c2ccc(C(C)(C)C)cc2)c(=O)n(C)c(=O)n3C)c1
SJ000257478-1	Cc1cccc(-c2c3c(cn2-c2cc(Cl)ccc2O)n(C)c(=O)n(C)c3=O)c1
SJ000257478-1	Cc1ccc(O)c(-n2cc3c(c2-c2ccc(Cl)cc2)c(=O)n(C)c(=O)n3C)c1
SJ000257478-1	O=C(NC(NC(=S)Nc1ccc(Cl)cc1)C(Cl)(Cl)Cl)c1ccccc1F
SJ000257478-1	COc1ccc(C(=O)NC(Nc2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1OC
