#Identifier	SMILES	Max_Rank	Max_Probability
4077117	Sc1nc2sc(cc2c(=O)n1c1ccn(n1)C12CC3CC(C2)CC(C1)C3)C	4544549	0.99524
650195	O=C(C1C(C1(C)C)C=C(Cl)Cl)NC(C(Cl)(Cl)Cl)Nc1cc(ccc1Cl)C(F)(F)F	4544546	0.99523
25581714	CCCN1C(=C)C2=C(C1=O)Nc1n(C2c2ccc(cc2)Cl)nnn1	4544530	0.99504
5562899	COc1ccc(cc1)C(=O)N(c1sc2c(n1)c(F)ccc2)Cc1cccnc1	4544522	0.99000
1058659	Clc1ccc(cc1)N1C(=NC(=NC1(C)C)N)N	4544521	1.00000
4786725	c1ccc(cc1)C1CC23OCCN3C3(C1CCCC3)Oc1c2cccc1	4544510	0.99491
31198496	CNc1nc(Nc2ccc(c(c2)Cl)C)nc2c1cccc2	4544502	1.00000
4389873	CC([Si](c1ccccc1)(C#CCN1CCCCC1)C#CCN1CCCCC1)C	4544502	0.99485
8198754	O=C1N(c2ccccc2)C2(C)c3c(C1(Cc1ccccc1)C(=O)N2c1ccccc1)cccc3	4544498	0.99478
30691315	Clc1cc(NC2CCN(CC2)C2CC2)nc(n1)N	4544493	0.99476
16127232	Cc1ccc(c(c1)n1cc2c(c1c1ccccc1)c(=O)n(n2C)c1ccccc1)O	4544477	0.99451
5480116	O=C(N(c1ccccc1)c1ccccc1)Oc1c(I)cc(c2c1nccc2)I	4544476	0.99450
15929565	O=S(=O)(c1ccccc1)N=S(=N)(c1ccccc1)c1ccccc1	4544471	0.99445
31199020	CCNc1nc(Nc2ccc(c(c2)Cl)C)nc2c1cccc2	4544443	1.00000
31198758	CN(c1nc(Nc2ccc(c(c2)Cl)C)nc2c1cccc2)C	4544442	1.00000
15311210	Clc1cc(Cl)c(c(c1)Cl)C1=NN=C(C(=C(S1)N)Cl)c1ccncc1	4544438	0.99418
17018086	OCCN1CCN(CC1)c1nc(Nc2cccc(c2)F)c2c(n1)n(nc2)c1ccccc1	4544438	0.99000
16839469	OCCN1CCN(CC1)c1nc(Nc2ccc(cc2)F)c2c(n1)n(nc2)c1ccccc1	4544437	0.99000
32383053	Cc1onc(c1)Cn1cnc(c1c1cccc(c1)n1cccn1)c1ccccc1	4544430	0.99410
45582897	CCOC(=O)c1c(cn2c1s/c(=c\1/ccccn1C)/c2=O)c1ccc(cc1)Br	4544427	0.99407
29956568	Fc1cccc(c1)c1nnn(n1)C(C(=O)c1ccc2c(c1)CCC2)C	4544426	0.99404
16078370	Brc1ccc(cc1)Cn1cnc2c(c1=O)cnn2C(C)(C)C	4544424	0.98000
16078342	Cc1ccc(cc1)Cn1cnc2c(c1=O)cnn2c1ccc(c(c1)C)C	4544423	0.99000
32404137	COc1c(OC)cccc1c1n(cnc1c1ccccc1)Cc1ncc[nH]1	4544416	0.99395
44759405	O=c1cc(CN2CCOCC2)n(c(c1O)CN1CCOC(C1)c1ccccc1)C	4544411	0.99392
5452884	Cc1ccc2c(c1)sc(n2)NNC(=O)c1ccc(cc1)S(=O)(=O)N(C)C	4544411	0.99000
44206375	O=c1cc(C)n(c(c1O)CN1CCOC(C1)c1ccccc1)C	4544410	0.99392
684629	Cc1onc(c1CSc1nc2scc(c2c(=O)n1c1ccccc1)c1ccccc1)C	4544405	0.99384
2642213	C=CCN1C(=O)c2c(C1c1ccc(cc1)OC)c(n[nH]2)c1c(C)cc(cc1O)C	4544404	0.99000
2642201	C=CCN1C(=O)c2c(C1c1cccc(c1)OC)c(n[nH]2)c1c(C)cc(cc1O)C	4544403	0.99000
4849029	CN1CCC(CC1)Nc1nc2cccc3c2c(c1)c1ccccc1C3=O	4544397	0.99374
4759569	CCN1CCC(CC1)Nc1nc2cccc3c2c(c1)c1ccccc1C3=O	4544396	0.99374
2364083	[O-][N+](=O)c1ccc2=[N+](C3(N=c2c1NC1CC(C)(C)NC(C1)(C)C)CCCCC3)[O-]	4544395	0.99374
15314019	Cc1cc(C)c2c(c1)c(c1ccccc1)c(n2CC(CNC(c1ccccc1)C)O)c1ccccc1	4544388	0.99362
2900008	Cc1ccc(cc1)c1nn(c(n1)C(Cl)Cl)c1ccccc1	4544387	0.99360
2743017	Oc1cccc(c1)C(=O)NN=c1c2ccccc2[nH]c2c1cccc2	4544378	0.99345
4331078	ClC(c1nc(nn1c1ccccc1)c1ccccc1)Cl	4544375	0.99342
24020896	c1ccc(cc1)c1csc2c1c(Sc1nn3c(n1)nccc3)nc(n2)c1ccccn1	4544374	0.99341
27183209	Cc1nc(Nc2ccc(cc2)NC(=O)c2ccccc2C(F)(F)F)nc(c1)N1CCCCC1	4544371	0.99000
4167848	Fc1ccc(cc1)Cn1c2cc(=O)n(c(c2c(=O)n1c1ccccc1)C)CCC1C=Nc2c1cccc2	4544369	0.99339
2050026	C1CCN(CC1)c1ccc(cc1)Nc1ccnc2c1cc1ccccc1c2	4544364	1.00000
4720512	COc1ccc(cc1OC)c1c(C)noc1c1ccc(cc1O)OCc1c(F)cccc1Cl	4544359	0.99326
30001564	C=CCn1c(nnc1c1ccoc1C)Sc1c(=O)[nH]c2c(c1c1ccccc1)cccc2	4544355	0.99320
43305688	Cc1ccc(cc1)Nc1nc(Nc2cc(Cl)cc(c2)Cl)nc2c1cccc2	4544352	0.99316
36460106	CC(c1ccccc1)Cc1nnn(c1)CCn1[nH]c(=O)ccc1=O	4544350	0.99316
16009821	COc1cccc(c1)c1nn(c2c1cc(s2)C(=O)NCCCN1CCCCCC1)C	4544340	0.99500
26809071	COc1ccc(cc1OC)/C=C\1/c2ccccc2c2c1cc1nc(C)cc(c1c2)C	4544339	0.99303
24358769	CN1CCN(CC1)c1cc(C)c2c(n1)ccc(c2)NC(=S)NCCCN1CCCCCC1	4544339	0.98667
4828543	CCOC(=O)c1coc(c1)CC(=O)c1c(C)cc(cc1O)O	4544334	0.99294
1373452	C#CCOc1c(Br)cc(cc1OCC)C1C(=C(C)NC2=C1C(=O)c1c2cccc1)C(=O)OC	4544316	0.99278
1373290	C#CCOc1c(Br)cc(cc1OC)C1C(=C(C)NC2=C1C(=O)c1c2cccc1)C(=O)OC	4544315	0.99278
4176597	Clc1ccc(cc1)Cn1c2cc(=O)n(c(c2c(=O)n1c1ccccc1)C)CCC1C=Nc2c1cccc2	4544313	0.99274
44756670	O=c1cc(CN2CCCCCC2)n(c(c1O)CN1CCOC(C1)c1ccccc1)C	4544310	0.99269
2435417	Clc1ccc(cc1)C(NCCC(c1ccco1)Cc1ccccc1)C	4544309	0.99268
19197586	Cc1nc(Nc2cccc(c2)C(F)(F)F)nc2c1nc(n2c1cccc(c1)C(F)(F)F)C	4544296	0.99250
16839779	OCCN1CCN(CC1)c1nc(Nc2cccc(c2)OC)c2c(n1)n(nc2)c1ccccc1	4544296	0.99000
15990767	Cc1nc(Nc2cccc(c2)C(F)(F)F)nc2c1ncn2c1cccc(c1)C(F)(F)F	4544288	0.99242
1299705	COc1cc2c(cc1OC)nc(n2c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)c1cccnc1	4544284	0.99240
24358771	CC1CCN(CC1)CCCNC(=S)Nc1ccc2c(c1)c(C)cc(n2)N1CCN(CC1)C	4544283	0.98000
16036137	CCc1ccc(cc1)Nc1cc(C)c2c(n1)cc(cc2)O	4544281	0.99000
2742562	CC[n+]1ccccc1/C=C/N(c1ccccc1)C(=O)C	4544274	0.99232
8211539	CCCn1c2CCCCc2c(=N)c2c1CCC2	4544274	0.99000
5674703	CCc1c(=O)oc2c(c1C)cc1c(c2C)OCN(C1)CCc1ccccc1OC	4544272	0.99000
5674691	CCc1c(=O)oc2c(c1C)cc1c(c2C)OCN(C1)CCc1ccc(cc1)OC	4544271	0.99000
5571735	COc1cccc(c1)c1c(sc2n(n1C(=O)C)cnn2)C(=O)C	4544270	0.99000
5571613	CCC(=O)c1sc2nncn2n(c1c1ccc(c(c1)OC)OC)C(=O)CC	4544269	0.99000
5463736	COc1cc(OC)ccc1NC(=O)CSc1snc(n1)c1ccccc1Cl	4544267	0.99000
4399067	N#CC(=c1ccc2=NC(Nc2c1)(C)C)C#N	4544264	0.99208
4586969	Clc1ccc(cc1)CN1COc2c(C1)cc(cc2)C(C)(C)C	4544262	0.99000
5806127	Clc1ccc(cc1)C1=NNC(N1)c1ccc(c(c1)Cl)Cl	4544258	0.99196
3361702	C=CCn1c(SCc2cc(F)cc3c2OC(OC3)c2ccccc2)ncc1c1ccc(cc1)Cl	4544256	0.99190
2642227	C=CCN1C(=O)c2c(C1c1cccc(c1)OCC)c(n[nH]2)c1c(C)cc(cc1O)C	4544254	0.99000
25785396	CN1C(/C=C/c2ccccc2)N(c2c1cccc2)C	4544251	0.99182
2642183	C=CCN1C(=O)c2c(C1c1ccc(cc1)OCC)c(n[nH]2)c1c(C)cc(cc1O)C	4544251	0.99000
48569225	Cn1c(CN2CCc3c(C2)cccc3)cc(=O)c(c1CN1CCOC(C1)c1ccccc1)O	4544238	0.99170
4259647	Cc1ccc(cc1)NC1=NC2(n3c(=N1)nc1c3=Nc3c1cccc3)C(=O)Nc1c2cccc1	4544233	0.99166
2180189	CCc1cc(c(cc1OC)O)c1n[nH]c(c1Oc1ccc(cc1)Cl)C	4544233	0.99000
31476610	COc1ccc(cc1)C1(O)Cc2[n+](C1C)cccc2.COc1ccc(cc1)C(=O)C([n+]1ccccc1C)C	4544230	0.99158
2063304	O=C(Nc1cc(Cl)cc(c1)Cl)Nc1ccc(cc1)Cl	4544230	0.99000
4379390	Brc1ccc2c(c1)C=CC1(O2)N(c2ccccc2)c2c(C1(C)C)cccc2	4544228	0.99154
3739645	COc1ccc(cc1)C1CC2=C(C(=O)C1)C(CC(=O)N2)c1ccc(cc1)[N+](=O)[O-]	4544225	0.98000
17429274	COc1cc2c(NCCCN3CCN(CC3)c3cccc(c3)Cl)nc(=S)[nH]c2cc1OC	4544221	0.99134
1737211	CCOc1cc(c(cc1OCC)Br)C1C(=C(N)Oc2c1ccc(c2)O)C#N	4544219	0.99000
1734923	CCOc1cc(Br)c(cc1OC)C1C(=C(N)Oc2c1ccc(c2)O)C#N	4544218	0.99000
1734619	CCOc1cc(c(cc1OC)Br)C1C(=C(N)Oc2c1ccc(c2)O)C#N	4544217	0.99000
4191889	Brc1ccc(cc1)Cn1c2cc(=O)n(c(c2c(=O)n1c1ccccc1)C)CCC1C=Nc2c1cccc2	4544215	0.99121
33339509	O=C(c1sc2c(c1)n1c(n2)scc1)Nc1scc(n1)c1ccc[nH]1	4544213	0.99120
2239564	CC(c1ccccc1)NCCC(c1ccco1)Cc1ccccc1	4544207	0.99111
26760368	COC1=CC(=O)OC1[C@]1(OC[C@H](N1S(=O)(=O)c1ccccc1)c1ccccc1)c1ccccc1	4544203	0.99095
26317126	O=c1/c(=C/C=C/c2ccccc2)/sc2=NCN(Cn12)c1cccc(c1)C(F)(F)F	4544199	0.99086
1333271	OC(c1ccc(c(c1)Cl)Cl)Cn1c(=N)n(c2c1cccc2)CCN1CCCCC1	4544199	0.99000
1333255	CCn1c(=N)n(c2c1cccc2)CC(c1ccc(c(c1)Cl)Cl)O	4544198	0.99000
2565994	O=C1NC2=C(C(C1)c1ccccc1)C(=O)CC(C2)c1ccc(cc1)F	4544195	0.99000
2107438	COc1cccc(c1)c1nc2c(n1c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)cc(c(c2)OC)OC	4544192	0.99080
16127214	Oc1ccccc1n1cc2c(c1c1ccccc1)c(=O)n(n2C)c1ccccc1	4544185	0.99070
44523085	O=C(C(OC(=O)C1=C(Cl)CCCC1)C)Nc1cccc2c1cccn2	4544184	0.99069
45979133	COc1cc(ccc1OC)/C=C/1\Oc2c(C1=O)cc1c(c2C)OCN(C1)C1CC1	4544182	0.99063
5674673	CCc1c(=O)oc2c(c1C)cc1c(c2C)OCN(C1)CCc1ccccc1	4544182	0.99000
26437385	COc1cc(ccc1OC)/C=C\1/Oc2c(C1=O)cc1c(c2C)OCN(C1)C1CC1	4544181	0.99063
9990187	ClC(c1onc(n1)c1nonc1NC1CC1)(Cl)Cl	4544178	0.99051
2859081	COc1cc(ccc1OC)c1csc2c1c(Cl)nc(n2)c1cccnc1	4544177	0.99049
31785033	Clc1ccc(cc1)C1CC(=O)N=c2n1nc([nH]2)NC(=O)c1ccco1	4544167	0.99035
45606430	Cc1nc2o[nH]c(c2/c(=C(/N=C/2\N=c3c(=N2)cccc3)\O)/c1)C	4544165	0.99032
31202526	C1CCC(CC1)Nc1nc(NCc2cccnc2)nc2c1cccc2	4544160	0.99026
31202164	C1CCC(C1)Nc1nc(NCc2cccnc2)nc2c1cccc2	4544156	0.99013
16161487	CN(CCNC(=O)c1ccc2c(c1)sc1n2cc(n1)c1ccc(cc1)C)C	4544142	0.99000
43059989	OCCn1ncc(c1)c1cc(CCC2CCCCN2)cc(c1)O	4544139	0.98977
32797971	O=C(Nc1ccc(c(c1)F)C)Nc1ccc(cc1)Nc1cc(NC2CCCCC2)nc(n1)C	4544134	0.98974
1299691	Oc1c(cc(cc1C(C)(C)C)n1c(nc2c1cccc2)c1cccnc1)C(C)(C)C	4544133	0.98969
6135161	Brc1ccc(c(c1)/C=C/c1cccc[n+]1C)O	4544126	0.98954
17018084	CN1CCN(CC1)c1nc(Nc2cccc(c2)F)c2c(n1)n(nc2)c1ccccc1	4544120	0.99000
20508456	O=C(N1CCc2c(C1)cc(c(=O)n2CC1CC1)c1cccc2c1ccc(n2)C)C1CCC=CC1	4544114	0.98924
16078376	Clc1cccc(c1)Cn1cnc2c(c1=O)cnn2C(C)(C)C	4544104	0.97000
10098044	Clc1ccc(cc1)c1nn(c(n1)C(Cl)Cl)c1ccccc1	4544094	0.98888
8637478	Cc1ccc(cc1)Nc1c(nc2n1ccc(c2)C)c1ccccn1	4544093	0.98000
36692840	Fc1ccc(c(c1)C(CN1CCCC(C1)Cn1cncn1)O)F	4544088	0.98879
5571631	COc1ccc(cc1OC)c1c(sc2n(n1C(=O)C)cnn2)C(=O)C	4544087	0.99000
27020957	COc1ccc(cc1)c1c/c(=N/NC(=O)c2ccc(cc2)Br)/c2c(o1)ccc(c2)C	4544084	0.98870
4492120	CC(c1ccc(cc1)CC(C)C)C(=N)Nc1ccc(cc1)Br	4544083	0.98869
6827792	C=CCNC(=S)c1n2cc(n3c2c(c1c1ccc(cc1)F)CCCC3)CNc1ccc(cc1)Cl	4544082	0.98865
5836601	COc1cc2c(cc1OC)CCN1C2N(N=C1c1ccc(cc1Cl)Cl)c1ccc(cc1)[N+](=O)[O-]	4544080	0.98863
2579279	CC(c1ccc2c(c1)CN(CO2)Cc1ccccc1)(C)C	4544080	0.97000
2543659	OC(c1ccccc1)CNCc1ccc(cc1)C(C)C	4544079	0.97000
850023	N#Cc1cnn2c1NC(CC2C(F)(F)F)C1CC1	4544071	0.98853
26801576	COc1ccc2c(c1)c(/C=C\1/OC(=O)c3c1cc(C)[nH]c3=S)cn2C	4544069	0.98851
1355924	C=CCNc1c2CCCc2nc2c1cccc2	4544062	0.97000
1198013	Clc1cccc(c1)NC(=O)c1cc2ccccc2cc1O	4544057	0.97000
2753129	Oc1c(cccc1C(CC(C)(C)C)(C)C)n1nc2c(n1)cccc2	4544054	0.98825
31772178	Cc1ccc(cc1)C1C2=C(O)CC(CC2=Nc2c(N1C(=O)C)cccc2)c1cccc(c1)Br	4544052	0.98815
3976524	N#Cc1cnn2c1NC(CC2C(F)(F)F)C(C)(C)C	4544048	0.98806
32999359	CCc1nc(n2c1c(=O)n(cc2)CC#N)c1ccccc1	4544044	0.98798
14276566	Clc1ccc(cc1)Nn1ccc2c(c1=O)cnc1n2nc(n1)C	4544042	0.98796
2525896	COC1=Nc2cc(OC)ccc2C2C1=C(N)Nc1c2nc(o1)C(C)(C)C	4544036	0.98771
30410259	NC1=NC(c2cccs2)n2c(=N1)[nH]c1c2cccc1	4544035	0.98765
4390737	COc1ccc(cc1)c1oc2c3c1C=C(C(=O)c3ccc2C(C)(C)C)C(C)(C)C	4544034	0.98765
31494786	COc1ccc(cc1OC)c1c[n+](c2n1CCCCC2)CC(=O)c1ccc(cc1)C	4544033	0.98759
8280197	CSc1nnnc2c1sc1c2c(c2ccc(cc2)Cl)c2c(n1)CCCC2	4544023	0.98746
48282668	CCn1nccc1/C=C(\c1nc2c([nH]1)ccc(c2)[N+](=O)[O-])/Cl	4544022	0.98744
44752929	O=c1cc(CN2CCCCC2)n(c(c1O)CN1CCOC(C1)c1ccccc1)C	4544018	0.98738
26131435	Oc1cccc2c1nc(/C=C/c1ccccc1)cc2	4544017	0.99000
2104490	Clc1ccc2c(c1)nc(n2c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)c1cccnc1	4544015	0.98733
1973423	Clc1ccccc1c1nn(c(n1)C(Cl)Cl)c1ccccc1	4544012	0.98730
890722	Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)n1nc2c(n1)cccc2	4544004	0.98726
48348996	Brc1ccc(cc1)C1=CC(C2C(=NN=N2)N1)c1cccc2c1cccc2	4543992	0.98692
46453275	CSc1cccc(c1)NC(=O)c1cn2CCCc3c2c(/c/1=N\c1cccc(c1)SC)ccc3	4543989	0.98691
644379	CCc1cc(c(cc1OC)O)c1n[nH]c(c1Oc1ccccc1)C	4543982	0.99000
26245593	OC(/C=C(/C12CC3CC(C2)CC(C1)C3)\Cl)C#CC(OOC(C)(C)C)(C)C	4543976	0.98674
16162055	O=C(c1ccc2c(c1)sc1n2cc(n1)c1ccccc1)NCCCN1CCCCCC1	4543973	0.99000
26798411	CCC1CN2CCC1CC2[C@H](c1ccnc2c1cc(OC)cc2)OC(=O)C	4543969	0.98661
4813066	CC(Cc1ccc(cc1)NC(=N)C(c1ccc(cc1)CC(C)C)C)C	4543968	0.98653
20507112	O=C(C1CC21CCC2)N1CCc2c(C1)cc(c(=O)n2CC1CC1)c1cccc2c1ccc(n2)C	4543967	0.98652
6889615	Clc1ccc(cc1)c1csc2c1c(=O)n(c(n2)SCc1c(C)noc1C)c1ccccc1	4543964	0.98649
27067635	Cc1ccc(cc1)/C=C/c1ccc2c(n1)c(O)ccc2	4543962	0.99000
25923430	Oc1ccc(cc1)/C=C/c1ccc2c(n1)c(O)ccc2	4543961	0.99000
2976078	COc1ccc2c(c1)nc(n2c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)c1cccnc1	4543956	0.98638
19197574	Cc1cccc(c1)Nc1nc(C)c2c(n1)n(c1cccc(c1)C)c(n2)C	4543954	0.98636
5677675	OC(Cn1c2ccccc2c2c1cccc2)CON=C1c2ccccc2c2c1cccc2	4543951	0.98632
1489714	Cc1ccc(cc1)Nc1cc(C)nc2n1ncn2	4543949	0.97000
506841	CCC(c1cc(n2nc3c(n2)cccc3)c(c(c1)C(CC)(C)C)O)(C)C	4543926	0.98579
32092055	ClC(=Cc1nc2c(n1C)c(=O)[nH]c(=O)n2C)c1nc2ccccc2c(=O)[nH]1	4543924	0.98571
2107490	COc1ccc(cc1)c1nc2c(n1c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)cc(c(c2)OC)OC	4543923	0.98565
24358733	CN(CCNC(=S)Nc1ccc2c(c1)c(C)cc(n2)N1CCN(CC1)C)C	4543898	0.97000
46560386	COc1cccc2c1ccn2CC(=O)/N=c/1\scc([nH]1)c1ccccn1	4543889	0.98514
44227362	COc1cccc(c1)N1C(=O)N=C2C1C(c1ccc(c(c1)OC)OC)c1c(N2)n(nc1)C(C)(C)C	4543886	0.98508
2597421	CCc1ccc(cc1)C1CC(=O)NC2=C1C(=O)CC(C2)c1ccc(cc1)F	4543884	0.99000
2279774	Cc1ccc(cc1)C1CC(=O)NC2=C1C(=O)CC(C2)c1ccc(cc1)F	4543883	0.99000
44217910	COc1cccc(c1)C(c1nnnn1C(C)(C)C)N1CCC(CC1)c1ccccc1	4543882	0.98499
4737593	COc1cc(ccc1OC)c1c(C)noc1c1ccc(cc1O)OCc1ccc(cc1Cl)F	4543872	0.98485
29951216	[O-][N+](=O)c1ncccc1Oc1nc(nc2c1cccc2)c1cccnc1	4543865	0.98476
3365666	Cc1nn(c(c1c1nc(c([nH]1)c1ccccc1)c1ccccc1)Cl)c1ccccc1	4543863	0.98476
31494788	COc1ccc(cc1OC)c1c[n+](c2n1CCCCC2)CC(=O)c1ccccc1	4543862	0.98474
16036078	Oc1ccc2c(c1)nc(cc2C)Nc1ccccc1	4543859	0.99000
48229967	Fc1ccc(cc1)[C@@H]1[C@@H](OCCN1Cc1[nH][nH]c(=O)n1)O[C@@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C	4543851	0.98446
25583768	CCCN1C(=C)C2=C(C1=O)Nc1n(C2c2cc(OC)ccc2OC)nnn1	4543842	0.98434
32524687	COC(=O)c1ccc(cc1)C1N(Cc2ccco2)C(=O)C(=C1S(=O)(=O)c1ccc(cc1)C)O	4543839	0.98425
10085184	CC1=CC(=Nc2c(S1)cccc2)Nc1ccccc1	4543825	0.98412
25940759	COc1ccc(cc1)/C=C/c1ccc2c(n1)c(O)ccc2	4543821	0.99000
32797969	O=C(Nc1cccc(c1)C)Nc1ccc(cc1)Nc1cc(NC2CCCCC2)nc(n1)C	4543820	0.98411
33331074	O=C(C(Oc1ccc(cc1C)Cl)C)Nc1scc(n1)c1ccccn1	4543813	0.98389
28308607	CCCOc1ccc2c(c1)C(=NNC(=N)N)c1c2ccc(c1)OCCC	4543802	0.98384
5786749	S=C(Nc1cc(ccc1N1CCc2c(C1)cccc2)C(F)(F)F)Nc1cc(Cl)cc(c1)Cl	4543800	0.98382
1120919	Brc1ccc(cc1)c1nn(c(n1)C(Cl)Cl)c1ccccc1	4543795	0.98378
15760776	CC(OOC(c1ccccc1)(C)C)(C#CC(O)(C)C)C	4543793	0.98371
16866554	CSc1nn2c(c1c1onc(n1)c1ccc(c(c1)OC)OC)[nH]c(cc2=O)CCl	4543790	0.98366
48217035	Fc1ccc(c(c1)C(CSc1nc(cn1N)c1ccccc1)O)F	4543786	0.98350
16775549	COc1cc2c(nc(nc2cc1OC)c1ccccc1)Sc1nnnn1C1CC1	4543781	0.98339
20467998	O=C(N1CCc2c(C1)cc(c(=O)n2CC1CC1)c1cccc2c1ccc(n2)C)C1CCCO1	4543780	0.98338
26351739	Cc1ccc(cc1)c1nn(c(c1)/C=C/C12NC(=O)CN1c1c(C2(C)C)cccc1)c1ccccc1	4543779	0.98336
37121195	CCC1=Nc2cc(ccc2Sc2c1cc(Br)cc2)C(=O)NCc1ccco1	4543773	0.96000
29422703	Oc1ccc(cc1)Nc1cc(C)c2c(n1)cccc2	4543769	0.99000
20311529	COc1ccc(cc1)/C=C/c1cc[n+](cc1)C	4543764	0.98000
43111702	CNc1nc(NCc2cc(Cl)cc3c2[nH]c(c3C)c2ccccc2)ncc1F	4543762	0.98313
5462584	Fc1ccc(cc1)S(=O)(=O)NCC(c1cccnc1)N1CCN(CC1)c1ccccc1F	4543751	0.97000
8197351	N=c1c2ccccc2nc2n1CCCCCCCCCCC2	4543747	0.98293
2467734	O=Cc1c2ccccc2n(c1C)CC(=O)Nc1cccc(c1)I	4543747	0.96000
2425057	O=Cc1c(C)n(c2c1cccc2)CC(=O)Nc1ccc(c(c1)Cl)C	4543745	0.96000
2395186	Cc1ccc2c(c1)oc(n2)c1ccc(c(c1)NC(=O)C(Cl)(Cl)Cl)C	4543743	0.98000
25923380	CCc1ccc(cc1)/C=C/c1ccc2c(n1)c(O)ccc2	4543742	0.99000
2323224	CCc1ccc(cc1)CNCC(c1ccccc1)O	4543741	0.96000
2119247	Clc1ccc2c(c1)nc(o2)c1ccc(c(c1)NC(=O)C(Cl)(Cl)Cl)C	4543739	0.96000
6889621	Clc1ccccc1c1csc2c1c(=O)n(c(n2)SCc1c(C)noc1C)c1ccccc1	4543737	0.98267
1991555	Cc1ccc(cc1NC(=O)C(Cl)(Cl)Cl)c1nc2c(o1)cccc2	4543733	0.98000
1259275	CCSc1ccc2c([n+]1CC)cccc2	4543727	0.96000
3054722	Cc1ccc(cc1)N1C(=C(C(C1=O)c1ccccc1)c1nc2c(s1)cccc2)N	4543726	0.98246
1198015	O=C(c1cc2ccccc2cc1O)Nc1ccccc1Cl	4543726	0.98000
4398264	ClC(c1onc(n1)c1noc(n1)C(Cl)(Cl)Cl)(Cl)Cl	4543725	0.98246
1026178	O=C(C1=CN2C(N1)C(=CC(=C2)C(F)(F)F)Cl)N1CCCN(CC1)C(=O)OC(C)(C)C	4543721	0.98232
20648898	CCCc1noc(c1)CNC(=O)c1ccc(nc1)NC1CCOC(C1)(C)C	4543718	0.98225
2435776	CCCCn1cnc2c(c1=N)c(c1ccccc1)c(n2Cc1ccccc1)c1ccccc1	4543715	0.98223
2070660	ClC1(Cl)N(C1c1ccccc1)c1ccc(cc1)[N+](=O)[O-]	4543714	0.98221
5462594	Clc1ccc(cc1)S(=O)(=O)NCC(c1cccnc1)N1CCN(CC1)c1ccccc1F	4543708	0.97000
31929405	Fc1ccc(c(c1)F)C(CNc1cc(Cl)nc(n1)N)O	4543707	0.98211
30693099	CCCCn1c(SCc2cc(F)cc3c2nccc3)n[nH]c1=O	4543700	0.98201
27021996	COc1ccc(cc1)/C=C/c1sc2c([n+]1C)cc(cc2)O	4543691	0.98184
1108681	CCOC(=O)c1c(oc2c1cc(cc2)Oc1n(C)cnc1[N+](=O)[O-])c1ccccc1	4543686	0.98176
4811615	Cc1ccc(cc1)C1=NCC(Cn2c1c(C)c1c2ccc(c1)C)O	4543682	0.98165
3074672	COc1cccc(c1)N1C(=C(C(C1=O)c1ccccc1)c1nc2c(s1)cccc2)N	4543674	0.98149
16127240	Clc1ccc(cc1)c1n(cc2c1c(=O)n(n2C)c1ccccc1)c1ccccc1O	4543668	0.98129
43676858	CC1CCC(C(C1)OP(=O)(c1ccccc1)NCc1ccccc1)C(C)C	4543663	0.98120
8197968	O[B-]1([O+]=C(NC1(C1CCCC1)C1CCCC1)c1ccccc1)C1CCCC1	4543653	0.98095
954810	NC(=N)NC(=N)NCCc1ccc(c(c1)Cl)OC(C)C	4543648	0.98088
24353045	CSc1nn2c(c1c1onc(n1)c1ccc(cc1)C)[nH]c(cc2=O)C	4543644	0.98079
26397704	COc1cc(ccc1OC)/C=C\1/Oc2c(C1=O)cc1c(c2C)OCN(C1)CCCN1CCOCC1	4543641	0.98075
5844018	Cc1cc(Oc2ccc(cc2NC(=O)C(Cl)(Cl)Cl)C(F)(F)F)cc(c1Cl)C	4543636	0.98070
5472785	c1ccc(cc1)C1=NCCN1P(N1CC1)N1CC1	4543635	0.98066
30306667	Cc1ccc(cc1)c1nc2cc(nn2c(n1)C(Cl)Cl)c1ccc(cc1)C	4543631	0.98056
30306665	Cc1ccc(cc1)c1nn2c(c1)nc(nc2C(Cl)Cl)c1ccccc1	4543630	0.98056
30306633	Cc1ccc(cc1)c1nc2cc(nn2c(n1)C(Cl)Cl)c1ccccc1	4543629	0.98056
46407403	CCn1c2ccccc2cc/c/1=c/1\sc2n(c1=O)c1c(n2)cccc1	4543611	0.98032
6768311	O/N=C(/c1oc2c(c1C)cc1c(c2C)oc(=O)cc1C)\c1ccc(cc1)C	4543610	0.98030
2760584	O/N=C(/c1oc2c(c1C)cc1c(c2C)oc(=O)cc1C)\c1ccccc1	4543609	0.98030
44578645	CC(c1ccccc1)Oc1cccnc1NS(=O)(=O)c1c(C)nn(c1C)C(C)C	4543608	0.98029
2454459	Cc1onc(c1CSc1nc2scc(c2c(=O)n1c1ccccc1)c1ccco1)C	4543607	0.98028
32436059	CCn1ncc(c1C)Cn1cnc(c1c1ccc2c(c1)non2)c1ccccc1	4543605	0.98027
43108992	OCCN1CCCC(C1)Cn1ccnc1c1ccc(c2c1cccn2)C	4543599	0.98020
